t,Q_e,Q_us_demand_e,Q_row_demand_e,Q_wage_cap_e,Q_innovation_cap_e,phi_US,wH_e
25.0,0.4566987541038179,0.43668738666655216,0.020011367437265965,0.4359263469419279,0.020772407161890057,0.761744073194809,0.08718526938838557
26.0,0.4569624160487926,0.43708587505282237,0.019876541009750153,0.4354804061949603,0.021482009853832303,0.7533527393168751,0.08709608123899207
27.0,0.4572515287779422,0.4375184921912368,0.01973303662094121,0.4350424899791373,0.02220903879880479,0.744748624440456,0.08700849799582747
28.0,0.45756755375358893,0.4379863584040814,0.01958119541348792,0.43461408771217996,0.022953466041409104,0.7359327885315826,0.08692281754243598
29.0,0.4579119563668829,0.43849052184984255,0.019421434623520573,0.4341967278309707,0.023715228535912253,0.7269068717493375,0.08683934556619415
30.0,0.4582861934429493,0.4390319382092769,0.01925425539994516,0.4337919675106353,0.024494225932313953,0.7176731271342245,0.08675839350212705
31.0,0.45869170144396976,0.4396114506342202,0.01908025105896987,0.4334013828696496,0.025290318574320184,0.7082344499356785,0.08668027657392993
32.0,0.459129882656666,0.44022976789037965,0.01890011476628618,0.4330265572514792,0.02610332540518674,0.6985944052615313,0.08660531145029585
33.0,0.4596020907116058,0.44088744303407157,0.018714647690925568,0.4326690687639183,0.026933021947687596,0.6887572524581906,0.08653381375278367
34.0,0.46010961591600497,0.4415848504331411,0.018524765514910776,0.4323304774881624,0.027779138427842555,0.6787279653606751,0.08646609549763247
35.0,0.4606536674060942,0.442322163026551,0.018331504437128728,0.43201230971748034,0.02864135768861391,0.6685122501793493,0.08640246194349606
36.0,0.46123535509145497,0.44309933030958276,0.018136024873889156,0.4317160418415209,0.029519313249934023,0.6581165582356296,0.0863432083683042
37.0,0.46185567408778294,0.4439160599263169,0.017939614299283962,0.43144308623016536,0.030412587857617544,0.6475480911821462,0.0862886172460331
38.0,0.46251548441251394,0.4447717982072183,0.017743686403291332,0.43119477276713297,0.031320711645380986,0.6368148036166505,0.08623895455342659
39.0,0.4632154932869895,0.4456657157202532,0.017549777842906455,0.4309723324843942,0.03224316080259523,0.6259253973831049,0.08619446649687885
40.0,0.46395623780444506,0.44659669629194865,0.017359541512496298,0.4307768813194167,0.0331793564850284,0.6148893090153295,0.08615537626388334
41.0,0.4647380657889429,0.44756332929818793,0.017174736502566273,0.43060940209529563,0.03412866369364724,0.6037166916516326,0.08612188041905913
42.0,0.46556112144702105,0.4485639084392135,0.016997213035090643,0.4304707305000021,0.035090390947018914,0.5924183868870646,0.08609414610000043
43.0,0.4664253325775066,0.4495964363940393,0.01682889623070913,0.4303615422209047,0.03606379035660197,0.5810058890195814,0.08607230844418094
44.0,0.4673303963419303,0.45065863214102403,0.016671764273553255,0.43028233862601073,0.03704805771591956,0.5694913038468831,0.08605646772520215
45.0,0.46827577069095383,0.45174794574092286,0.01652782505463145,0.43023343719046814,0.038042333500485706,0.5578872977782521,0.08604668743809364
46.0,0.4692606681301838,0.4528615774766084,0.01639909079792875,0.4302149637663125,0.03904570436387136,0.5462070400568342,0.0860429927532625
47.0,0.47028405298375114,0.4539965012178276,0.01628755195923633,0.4302268477089284,0.040057205274822656,0.5344641380688135,0.08604536954178568
48.0,0.47134464247825875,0.45514949068493904,0.016195152046360742,0.4302688201434709,0.04107582233478779,0.5226725664075395,0.08605376402869419
49.0,0.47244091023935514,0.45631714855158884,0.016123762013025324,0.4303404141559281,0.04210049608342704,0.5108465914594245,0.08606808283118562
50.0,0.4735710999348665,0.45749593800750354,0.016075161927363087,0.4304409736236085,0.04313012631125811,0.4990006881992084,0.08608819472472169
51.0,0.4747332332163109,0.4586822108622566,0.01605102236408744,0.43056965694361493,0.04416357627269601,0.48714945932105674,0.08611393138872299
52.0,0.475925130992858,0.4598722385429869,0.01605289247213536,0.43072545218856134,0.04519967880429659,0.47530754713202744,0.08614509043771228
53.0,0.477144432386179,0.46106223972195526,0.016082192701221448,0.4309071901274364,0.04623724225874246,0.4634895481197671,0.08618143802548728
54.0,0.4783886192449225,0.4622484070115122,0.016140212287963356,0.43111356196747047,0.04727505727745196,0.4517099269424157,0.08622271239349409
55.0,0.4796550427657758,0.46342693190990203,0.01622811093114148,0.4313431388483382,0.048311903917437685,0.4399829327710215,0.08626862776966764
56.0,0.4809409519878345,0.46459402852075665,0.016346923566565797,0.43159439291819396,0.049346559069640535,0.42832251902084056,0.08631887858363879
57.0,0.48224352338401716,0.46574595672270214,0.01649756678888525,0.4318657193547093,0.050377804029307936,0.416742267659238,0.08637314387094186
58.0,0.483559890724619,0.46687904568391964,0.01668084520057356,0.4321554586562902,0.051404432068328954,0.40525531913721735,0.08643109173125803
59.0,0.4848871743742017,0.46798971874131523,0.016897455829643287,0.4324619185198872,0.05242525585431457,0.39387430882074603,0.08649238370397744
60.0,0.4862225092043731,0.4690745206857674,0.017147988757177456,0.43278339464240917,0.053439114561963985,0.382611310605869,0.08655667892848183
61.0,0.4875630703605298,0.4701301484120992,0.017432922234089918,0.4331181898315603,0.05444488052896957,0.37147778819745275,0.08662363796631206
62.0,0.488906096207415,0.4711534857074972,0.01775261083826174,0.4334646308862752,0.05544146532113983,0.3604845543247381,0.08669292617725505
63.0,0.49024890789238745,0.4721416440856148,0.018107264203702275,0.4338210828032968,0.05642782508909059,0.3496417379664775,0.08676421656065937
64.0,0.4915889273424486,0.47309200352133546,0.0184969242828059,0.4341859618968807,0.057402965445567895,0.33895875865280606,0.08683719237937614
65.0,0.49292368422183747,0.474002264192578,0.018921420029259027,0.4345577397549602,0.05836594446687721,0.3284443109931861,0.08691154795099204
66.0,0.49425082572997064,0.47487049713946045,0.019380328598499842,0.43493494994439846,0.059315875785572084,0.31810635368398266,0.0869869899888797
67.0,0.49556812247677384,0.4756951989415282,0.019872923552117297,0.4353161916774568,0.06025193079931706,0.3079521052600757,0.08706323833549136
68.0,0.49687346586236397,0.4764753447540189,0.020398121135017967,0.43570012655414786,0.06117333930821621,0.29798804751306723,0.08714002531082957
69.0,0.49816486511382263,0.47721043853535783,0.02095442661587862,0.4360854753549364,0.06207938975888624,0.28821993316380345,0.0872170950709873
70.0,0.49944044101419216,0.4779005561128185,0.0215398849504835,0.43647101234403746,0.0629694286701547,0.2786527983613192,0.08729420246880748
71.0,0.5006984176513795,0.47854637962269536,0.022152038090453838,0.4368555582076768,0.06384285944370262,0.2692909790865891,0.08737111164153537
72.0,0.5019371155571155,0.4791492069484447,0.022787908684065834,0.43723797447747326,0.06469914107964227,0.2601381300770846,0.08744759489549467
73.0,0.5031549359087027,0.47971095777714157,0.023443978221543798,0.4376171506355048,0.06553778527319781,0.2511972488049856,0.08752343012710097
74.0,0.5043503570762805,0.48023414498931477,0.024116212192487288,0.4379920019786303,0.06635835509765008,0.24247069811918956,0.08759840039572607
75.0,0.5055219254963584,0.4807218274557277,0.024800098162625604,0.4383614628766009,0.06716046261975747,0.23396023250949877,0.0876722925753202
76.0,0.506668250244446,0.48117753865659507,0.02549071172723148,0.4387244833676935,0.06794376687675255,0.22566702506309516,0.08774489667353871
77.0,0.5077880000734115,0.48160519753761283,0.026182802693449646,0.4390800280062064,0.0687079720672051,0.21759169530897116,0.08781600560124128
78.0,0.5088799057431953,0.48200898857054764,0.026870917349419828,0.43942707932071434,0.06945282642248089,0.2097343371527751,0.08788541586414288
79.0,0.5099427555951557,0.4823932545754796,0.027549501216383852,0.439764635647312,0.07017811994784365,0.20209454945661,0.0879529271294624
80.0,0.5109754057905401,0.4827623651138604,0.028213040894097166,0.4400917214570012,0.07088368433353902,0.19467146417948863,0.08801834429140024
81.0,0.5119767845078376,0.48312059683764697,0.028856187909049178,0.4404073926051214,0.0715693919027161,0.1874637766709025,0.0880814785210243
82.0,0.5129458988242258,0.48347202604772554,0.029473873037489374,0.4407107438793986,0.07223515494482723,0.18046977583334667,0.08814214877587974
83.0,0.5138818449992361,0.4838204202064133,0.030061424792822755,0.44100091942901004,0.07288092557022603,0.1736873738881399,0.08820018388580202
84.0,0.5147838065279544,0.48416917646020413,0.030614630070249258,0.4412771128578304,0.07350669367012398,0.16711413839169373,0.08825542257156609
85.0,0.5156510683454293,0.4845212576278898,0.031129810722811596,0.4415385809482682,0.0741124873971611,0.1607473209023573,0.08830771618965365
86.0,0.5164830175144625,0.4848791634107763,0.03160385410944375,0.44178464594166234,0.07469837157280028,0.1545838876588731,0.08835692918833246
87.0,0.5172791487729624,0.4852449025564716,0.03203424622294153,0.44201470189221687,0.07526444688074559,0.14862054860905463,0.08840294037844337
88.0,0.5180390581234585,0.48562001408292704,0.0324190440474642,0.44222821090457737,0.07581084721888101,0.14285378737134397,0.08844564218091548
89.0,0.5187624479415757,0.4860055795576256,0.032756868391265286,0.44242470904659587,0.07633773889497963,0.13727988814770517,0.08848494180931918
90.0,0.5194491254159764,0.4864022408413876,0.033046884574589014,0.44260380659092213,0.07684531882505437,0.13189496248414698,0.08852076131818443
91.0,0.5200989900514101,0.48681025527926863,0.03328873477238041,0.4427651790051404,0.07733381104626975,0.1266949761041177,0.0885530358010281
92.0,0.5207120364636827,0.4872295327896162,0.03348250367442615,0.44290857076906764,0.07780346569461496,0.12167577205023608,0.08858171415381354
93.0,0.5212883481993218,0.4876596743806799,0.03362867381864181,0.4430337915757581,0.0782545566235637,0.11683309364244873,0.08860675831515163
94.0,0.5218280868255223,0.488100018374931,0.033728068450533916,0.44314070850111764,0.0786873783244046,0.11216260642632725,0.08862814170022354
95.0,0.5223314848570755,0.4885497020365813,0.03378178282024983,0.4432292413453015,0.079102243511774,0.1076599180180362,0.08864584826906032
96.0,0.5227988474065393,0.4890076784676237,0.033791168938191556,0.4432993652381803,0.07949948216835886,0.10332059548918397,0.08865987304763608
97.0,0.5232305371810435,0.4894727531631865,0.03375778401604411,0.4433510991842292,0.07987943799681435,0.0991401832115294,0.08867021983684584
98.0,0.5236269601883563,0.4899436687045934,0.033683291479648624,0.443384495151088,0.08024246503726828,0.09511421898137407,0.08867689903021761
99.0,0.5239885870608659,0.49041907326592227,0.033569513786188464,0.4433996569897335,0.08058893007113234,0.09123824521814765,0.0886799313979467
100.0,0.5243159266106162,0.4908975775043333,0.03341834908847111,0.44339671917526946,0.08091920743534667,0.08750782385288394,0.0886793438350539
