t,VA_row_equity_Y,VA_us_liability_Y,VA_total_Y,CA_row_equity_Y,CA_us_liability_Y,CA_bond_Y,CA_total_Y,Y_US
16.0,-0.023086118951988338,0.0005224006175382845,-0.02256371833445005,0.02594423451334962,-0.0006474942263408258,-0.0024590306547879344,0.02283770963222086,1.9623394130017655
17.0,-0.023073811636215094,0.0005405121549418608,-0.022533299481273233,0.025977668139377068,-0.0006619160500598484,-0.0025087936339708876,0.022806958455346332,1.977292282542552
18.0,-0.023058440782507305,0.0005588462795684376,-0.022499594502938865,0.02600693196605679,-0.000676537743038042,-0.002558357050703924,0.022772037172314824,1.9929035197851088
19.0,-0.023039820105071853,0.0005773748846258546,-0.022462445220445996,0.026031550192385535,-0.0006913422832159568,-0.0026074986141459418,0.022732709295023638,2.0092019834966646
20.0,-0.023017749406752802,0.0005960678855337677,-0.022421681521219032,0.026051005699271167,-0.0007063133478867742,-0.0026559669315743325,0.02268872541981006,2.0262177747947234
21.0,-0.02299201411114649,0.0006148931652505202,-0.02237712094589597,0.026064737350674713,-0.0007214355923675987,-0.0027034802545145486,0.022639821503792564,2.0439822861320303
22.0,-0.022962384851150663,0.000633816835543703,-0.02232856801560696,0.02607213751275935,-0.0007366957266931516,-0.002749723217299911,0.02258571856876629,2.062528252273327
23.0,-0.022928614920920413,0.0006528034920931217,-0.02227581142882729,0.026072550456776564,-0.0007520831658797794,-0.002794345233323135,0.02252612205757365,2.081889802755965
24.0,-0.022890439610793102,0.0006718164948749687,-0.022218623115918133,0.02606527082046469,-0.0007675909172909474,-0.002836958838630062,0.02246072106454368,2.102102515599869
25.0,-0.02284757634024545,0.0006908182453453577,-0.02215675809490009,0.026049541531053887,-0.0007832168082284515,-0.002877137713833671,0.022389187008991764,2.123203471869967
26.0,-0.022799721357937005,0.0007097708514798621,-0.022089950506457144,0.026024554318237834,-0.0007989646635779488,-0.0029144155156178146,0.02231117413904207,2.145231312676429
27.0,-0.02274655032285709,0.0007286364304521705,-0.022017913892404917,0.025989449079159867,-0.0008148454282887939,-0.002948286072830454,0.022226317578040618,2.168226296013425
28.0,-0.02268771605190562,0.000747377968913909,-0.02194033808299171,0.025943316212063233,-0.000830878588108213,-0.002978203547181733,0.02213423407677329,2.1922303560443894
29.0,-0.022622849823280822,0.0007659598864201325,-0.02185688993686069,0.025885197183491315,-0.00084709387538071,-0.003003582706434256,0.02203452060167635,2.217287162455168
30.0,-0.02255155831054268,0.0007843490552050965,-0.021767209255337584,0.025814090181466517,-0.0008635324206890757,-0.003023802746595899,0.02192675501418154,2.2434421817666848
31.0,-0.022473424774985745,0.000802515687057416,-0.021670909087928326,0.025728954557621374,-0.0008802484365367721,-0.0030382102870124424,0.02181049583407216,2.270742739166179
32.0,-0.022388008235736643,0.0008204344510949629,-0.02156757378464168,0.025628719829688913,-0.0008973101570197978,-0.003046126766446054,0.021685282906223062,2.2992380814713616
33.0,-0.02229484606849324,0.0008380856221786184,-0.021456760446314622,0.02551229249720509,-0.0009148018889854826,-0.003046852459136118,0.02155063814908349,2.328979440849195
34.0,-0.022193452663339865,0.0008554563420689744,-0.021337996321270886,0.025378570780932624,-0.0009328240769209236,-0.003039680040055002,0.0214060666639567,2.360020099188919
35.0,-0.022083322628519475,0.0008725420274139233,-0.021210780601105553,0.025226457535593282,-0.0009514946683573027,-0.0030239035590321674,0.021251059308203812,2.3924154537518416
36.0,-0.021963932517471824,0.0008893477355845878,-0.021074584781887236,0.025054879748840703,-0.000970948629641549,-0.0029988358642813115,0.021085095254917842,2.4262230833419767
37.0,-0.021834746944969754,0.0009058894153995608,-0.020928857529570192,0.02486280349039283,-0.0009913387902858047,-0.00296381991127692,0.0209076447888301,2.4615028145293865
38.0,-0.02169521975497298,0.0009221954515571435,-0.02077302430341584,0.024649260649769664,-0.0010128341038260409,-0.0029182520409791867,0.020718174504964437,2.498316789599981
39.0,-0.021544801773243742,0.0009383077998342852,-0.02060649397340946,0.024413370591675074,-0.0010356187247867173,-0.00286159964597829,0.020516152220910067,2.536729534554487
40.0,-0.021382947215374745,0.0009542831010527447,-0.020428664114322,0.024154366031093024,-0.0010598899085658003,-0.0027934228464969553,0.02030105327603027,2.576808027895213
41.0,-0.021209121480971337,0.0009701936670639901,-0.020238927813907345,0.023871618606567287,-0.0010858558543267811,-0.0027133942860424775,0.02007236846619803,2.6186217707754826
42.0,-0.02102280966111304,0.000986127996596646,-0.020036681664516394,0.0235646691617397,-0.0011137312176688003,-0.0026213262208264958,0.019829611723244406,2.6622428572494687
43.0,-0.020823529786160706,0.001002191028678651,-0.019821338757482054,0.023233243257411874,-0.0011437361359342476,-0.0025171776051330468,0.019572329516344578,2.707746045756285
44.0,-0.02061083931782562,0.001018504276987285,-0.019592335040838335,0.022877282867986085,-0.0011760904918241815,-0.0024010809731376016,0.0193001114030243,2.7552088327032576
45.0,-0.02038434957290446,0.0010352052022327752,-0.019349144370671683,0.022496960184705247,-0.0012110113871588858,-0.002273348496238171,0.01901260030130819,2.8047115268757006
46.0,-0.020143736988656482,0.0010524463715106795,-0.019091290617145804,0.022092692080777958,-0.0012487097615081946,-0.0021344789127346157,0.018709503406535148,2.856337325921509
47.0,-0.019888754972303153,0.001070394184704856,-0.018818360787598295,0.02166514763645327,-0.001289387753149691,-0.0019851569894639596,0.01839060289383962,2.9101723950765654
48.0,-0.01961924525231224,0.0010892272498143145,-0.018530018002497924,0.021215247301051305,-0.0013332372844936384,-0.0018262439679333675,0.0180557660486243,2.9663059485494485
49.0,-0.019335147018896544,0.0011091345566055467,-0.018226012462291,0.02074416475970127,-0.0013804369755246097,-0.0016587730723948192,0.01770495471178184,3.024830334341732
50.0,-0.019036510320757257,0.001130313064344699,-0.01790619725641256,0.020253295876260017,-0.0014311563244036964,-0.00148390764865444,0.01733823190320188,3.085841121459606
51.0,-0.01872349703317234,0.0011529660032349738,-0.017570531029937365,0.019744255781749466,-0.0014855528966664032,-0.0013029340200551623,0.016955768865027903,3.149437193463902
52.0,-0.01839638974422728,0.0011773002879275228,-0.01721908945629976,0.01921884344019641,-0.0015437757649179307,-0.0011172205028126645,0.016557847172465816,3.21572084463303
53.0,-0.018055592926208702,0.0012035246845263623,-0.01685206824168234,0.018679013033727456,-0.0016059677382494685,-0.0009281847437180287,0.016144860551759958,3.284797882846792
54.0,-0.01770163278751835,0.0012318478908263358,-0.016469784896692014,0.01812684006071398,-0.0016722677208906298,-0.0007372596705106936,0.015717312669312658,3.356777737802799
55.0,-0.017335154190645956,0.0012624769637561793,-0.01607267722688978,0.0175644866127744,-0.0017428129513762719,-0.0005458608439038743,0.015275812817494256,3.4317735758300745
56.0,-0.01695691497015809,0.001295616004153762,-0.01566129896600433,0.016994167236572086,-0.0018177404952369192,-0.0003553576378162569,0.014821069103518911,3.5099024217194756
57.0,-0.016567777837438596,0.0013314650838232253,-0.015236312753615372,0.016418116970126757,-0.0018971875772791323,-0.00016704981880590633,0.01435387957404172,3.5912852880672363
58.0,-0.016168700202540416,0.0013702193405271945,-0.014798480862013222,0.015838562774117118,-0.0019812903627375363,1.7849344967754257e-5,0.013875121756347336,3.6760473125765136
59.0,-0.0157607223258151,0.0014120681249838963,-0.014348654200831203,0.01525769915036043,-0.002070180873478896,0.00019822291505756752,0.013385741191939103,3.7643179037019916
60.0,-0.015344954260464543,0.001457194049572311,-0.013887760210892231,0.014677668256665301,-0.00216398182414353,0.0003730531576997801,0.012886739590221552,3.8562308949575663
61.0,-0.014922562059529933,0.001505771764581681,-0.013416790294948253,0.014100544338281132,-0.0022627992783503057,0.0005414181744991097,0.012379163234429936,3.9519247081398294
62.0,-0.014494753697960936,0.0015579662770834508,-0.012936787420877486,0.013528321849740076,-0.002366713153952685,0.0007024835331445995,0.01186409222893199,4.051542525653744
63.0,-0.014062765106765265,0.0016139306318238317,-0.012448834474941432,0.012962909671463308,-0.0024757642589833657,0.0008554856777817809,0.011342631090261724,4.155232472064532
64.0,-0.013627848369498232,0.0016738025851907095,-0.011954045784307522,0.012406105324419311,-0.0025899483659507596,0.0009997436846147694,0.01081590064308332,4.263147804545029
65.0,-0.01319125263133878,0.0017377013337454056,-0.011453551297593375,0.011859624610971026,-0.0027091880000643304,0.001134596503008569,0.010285033113915265,4.375447114017004
66.0,-0.012754220644563337,0.0018057214765987055,-0.010948499167964632,0.011325055411771492,-0.002833331351912554,0.00125944401803023,0.009751168077889168,4.492294534051799
67.0,-0.012317972323416642,0.0018779275350036973,-0.010440044788412945,0.010803865040170304,-0.0029621313059488776,0.0013737161405683986,0.009215449874789824,4.613859959145573
68.0,-0.01188369537784551,0.001954347152351475,-0.009929348225494036,0.010297383606817728,-0.0030952343337516844,0.0014768787533134232,0.008679028026379466,4.740319273167852
69.0,-0.011452535791852804,0.002034963508692591,-0.009417572283160213,0.009806787170335588,-0.003232170605694465,0.0015684410074278624,0.008143057572068986,4.871854586294259
70.0,-0.011025588775098958,0.002119707573115959,-0.008905881201982999,0.009333079141019654,-0.0033723484138009603,0.0016479695447868194,0.007608700272005514,5.008654481196666
71.0,-0.010603890301672738,0.002208450507687625,-0.008395439793985115,0.008877074472164527,-0.003515051347903051,0.0017151023581929402,0.007077125482454416,5.150914268350935
72.0,-0.010188411007168044,0.002300996446503394,-0.007887414560664649,0.008439361006126448,-0.0036594570818786823,0.0017696056299880652,0.00654950955423583,5.298836250074463
73.0,-0.009780042101534457,0.002397078393391104,-0.007382963708143353,0.00802032616956667,-0.0038046262746507823,0.0018113352192393104,0.006027035114155197,5.452629995454551
74.0,-0.009379598094052281,0.002496352758480989,-0.006883245335571292,0.007620104796132433,-0.003949545995298378,0.0018403274385380224,0.005510886239372077,5.6125126223700565
75.0,-0.008987804940391784,0.0025983998104895122,-0.00638940512990227,0.007238599728199501,-0.004093144525494673,0.0018567867295537304,0.005002241932258559,5.7787090907319705
76.0,-0.008605296726951824,0.002702725579589437,-0.005902571147362386,0.006875485881674719,-0.004234324211955411,0.0018611052641351405,0.004502266933854448,5.9514525054008045
77.0,-0.008232612304617474,0.0028087673913666606,-0.005423844913250813,0.00653023214141513,-0.00437199097941009,0.0018538589094068613,0.004012100071411901,6.130984429585647
78.0,-0.007870195378492904,0.0029159021848883054,-0.0049542931936046,0.006202111654447747,-0.004505104527378585,0.0018358330640139214,0.0035328401910830836,6.317555208797604
79.0,-0.0075183880618883,0.003023460251177169,-0.004494927810711131,0.005890275403179493,-0.004632675944348242,0.0018079334072720517,0.003065532866103302,6.511424308040779
80.0,-0.007177442313129655,0.0031307366344113805,-0.0040467056787182746,0.005593753974018284,-0.004753825261629915,0.0017712259279368569,0.0026111546403252256,6.712860658786728
81.0,-0.006847518040533854,0.0032370087845007417,-0.0036105092560331123,0.005311520396667216,-0.004867785619674729,0.0017268645903569311,0.002170599367349418,6.922143020357511
82.0,-0.006528690357851509,0.003341552614570619,-0.0031871377432808896,0.0050425298361513726,-0.004973914391772134,0.0016760507295649953,0.0017446661739442336,7.139560354416666
83.0,-0.006220958706823102,0.003443658114965104,-0.0027773005918579987,0.004785742867451535,-0.005071718291209461,0.0016200246029689895,0.0013340491792110632,7.3654122130744515
84.0,-0.005924248634953632,0.003542646920464399,-0.0023816017144892335,0.004540186798627073,-0.005160813921462124,0.001559959965031136,0.0009393328421960852,7.6000091437539945
85.0,-0.005638430645302856,0.0036378819630495827,-0.002000548682253273,0.004304946659328381,-0.0052409576703102735,0.0014969976279246753,0.000560986616942783,7.843673106184094
86.0,-0.005363323274935853,0.003728780842628006,-0.001634542432307847,0.004079199993776823,-0.005312013082944725,0.0014321788217509077,0.00019936573258300626,8.096737907572686
87.0,-0.005098705844374483,0.003814822798879368,-0.0012838830454951146,0.00386221150625616,-0.0053739624532785964,0.0013664639457734978,-0.0001452870012489387,8.35954965291708
88.0,-0.004844321375943113,0.003895556897511614,-0.0009487644784314987,0.0036533583495504925,-0.005426851274676251,0.001300658853791381,-0.00047283407133437747,8.632467213878238
89.0,-0.004599893449823019,0.003970601274555616,-0.0006292921752674038,0.0034521035838506456,-0.0054708090697584,0.0012354675726192253,-0.0007832379132885291,8.915862712589709
90.0,-0.004365129935875742,0.0040396455731185315,-0.0003254843627572108,0.003257995272295792,-0.00550603881536716,0.0011714909386501618,-0.0010765526044212055,9.210122024406578
91.0,-0.004139724189335227,0.004102451859470285,-3.727232986494171e-5,0.0030706739381711795,-0.005532765144221935,0.0011091794925190946,-0.0013529117135316607,9.51564530052906
92.0,-0.003923370400351412,0.004158847519739583,0.00023547711938817122,0.002889841130555196,-0.0055512609689449795,0.0010488979960411914,-0.001612521842348592,9.83284750669028
93.0,-0.003715762867748619,0.004208723303596499,0.0004929604358478801,0.002715257308848276,-0.0055618331393487395,0.000990924017191041,-0.0018556518133094227,10.162158983018903
94.0,-0.003516597423363559,0.004252029447915249,0.00073543202455169,0.002546736736001722,-0.005564803400574683,0.0009354447595823053,-0.0020826219049906555,10.50402602471642
95.0,-0.0033255768602992405,0.004288769292560645,0.000963192432261405,0.0023841350453078173,-0.005560487324832055,0.0008825565543595497,-0.002293795725164688,10.858911482821892
96.0,-0.003142417547705546,0.004318990708751387,0.0011765731610458411,0.002227331055988854,-0.0055492410366691745,0.0008323358119112547,-0.0024895741687690647,11.227295385351344
97.0,-0.002966841401462041,0.004342785621570398,0.0013759442201083565,0.0020762352489219313,-0.005531420620799429,0.0007848005342324029,-0.002670384837645095,11.609675583725444
98.0,-0.00279857795847535,0.004360283565538229,0.0015617056070628783,0.0019307800138648132,-0.005507322144538003,0.0007398685096836594,-0.002836673620989531,12.006568422022216
99.0,-0.002637382993587562,0.004371636584944254,0.0017342535913566922,0.0017908923618450536,-0.005477327549006901,0.0006975260552753899,-0.0029889091318864576,12.418509425044514
100.0,-0.0024830123218358407,0.004377028871407921,0.0018940165495720804,0.0016565206042611648,-0.005441768112489618,0.0006576802757684411,-0.003127567232460012,12.846054019597487
